long,lat
-71.58332768,6.250003455
-83.91666166,11.91667042
-69.74999425,9.916670313
-72.0833277,7.583336858
-69.91666093,9.583336962
-75.08332786,6.750003481
-76.08332791,4.583336702
-79.24999475,-0.416663559
-74.41666116,10.25000366
-74.74999451,9.583336962
-78.74999472,9.083336936
-73.74999446,9.750003638
-75.91666124,2.750003273
-84.24999501,11.58333707
-72.74999441,6.250003455
-80.08332812,7.583336858
-80.41666147,-2.083330313
-82.2499949,8.916670261
-75.91666124,7.416670183
-78.74999472,1.41666987
-89.58332862,16.58333733
-71.74999435,5.916670104
-72.24999438,10.41667034
-88.08332854,17.08333735
-74.74999451,5.250003403
-78.08332802,1.75000322
-75.91666124,1.75000322
-85.24999506,10.25000366
-76.58332794,6.750003481
-77.08332797,6.250003455
-80.2499948,-3.416663716
-74.91666119,7.083336832
-88.74999524,18.91667078
-74.41666116,7.416670183
-78.74999472,0.416669818
-83.41666163,8.416670235
-72.41666106,5.250003403
-87.41666184,20.08333751
-72.41666106,7.250003507
-75.91666124,3.083336623
-71.416661,11.75000374
-84.74999503,11.25000372
-73.24999443,9.916670313
-71.74999435,12.41667044
-79.08332807,-1.749996962
-86.41666179,11.58333707
-70.7499943,8.58333691
-72.74999441,10.25000366
-69.58332757,10.25000366
-69.4166609,10.08333699
-79.08332807,-1.916663637
-84.58332836,13.58333717
-84.58332836,14.7500039
-80.41666147,-2.416663664
-89.74999529,18.41667076
-79.91666145,9.250003612
-83.74999498,15.08333725
-75.08332786,7.250003507
-73.08332776,7.416670183
-76.91666129,7.083336832
-75.74999456,7.916670209
-78.24999469,-0.249996884
-85.58332841,10.25000366
-72.24999438,8.750003585
-75.91666124,8.083336884
-76.41666126,2.750003273
-89.74999529,16.58333733
-73.08332776,6.250003455
-79.5833281,-1.416663611
-90.24999532,18.91667078
-70.24999428,9.083336936
-76.91666129,7.416670183
-83.41666163,15.08333725
-89.24999527,16.750004
-83.08332828,9.750003638
-82.74999493,9.250003612
-86.08332844,13.58333717
-70.0833276,8.58333691
-86.91666181,14.58333722
-75.41666121,2.750003273
-75.58332789,7.916670209
-80.2499948,-3.24999704
-73.08332776,7.083336832
-73.24999443,8.083336884
-73.91666113,11.08333704
-88.91666192,17.08333735
-73.08332776,8.250003559
-73.24999443,8.916670261
-70.0833276,7.750003533
-76.41666126,1.75000322
-77.24999464,7.916670209
-75.08332786,6.250003455
-71.58332768,11.08333704
-89.24999527,15.91667063
-77.58332799,1.583336545
-85.58332841,10.75000369
-76.08332791,6.583336806
-85.91666176,13.91667052
-77.41666132,6.750003481
-71.24999433,7.250003507
-87.74999519,18.08333741
-72.58332773,8.58333691
-73.08332776,7.250003507
-70.41666095,8.750003585
-74.74999451,7.416670183
-75.74999456,8.416670235
-81.5833282,8.58333691
-84.58332836,9.916670313
-72.58332773,11.08333704
-77.91666134,8.083336884
-80.41666147,-3.583330391
-89.24999527,15.75000395
-84.24999501,11.25000372
-76.24999459,8.750003585
-69.08332755,8.250003559
-72.24999438,11.75000374
-81.08332817,-4.083330417
-85.24999506,12.58333712
-74.91666119,4.250003351
-82.2499949,8.58333691
-75.74999456,6.250003455
-88.41666189,16.41667065
-82.58332825,9.083336936
-85.91666176,13.75000385
-75.24999454,3.416669974
-75.58332789,9.916670313
-76.08332791,8.750003585
-89.08332859,18.58333743
-79.41666142,-3.749997066
-84.58332836,12.41667044
-84.58332836,11.25000372
-87.91666186,20.25000419
-90.08332864,17.4166707
-74.58332784,7.916670209
-73.24999443,9.583336962
-69.4166609,8.750003585
-85.58332841,12.91667047
-84.91666171,13.91667052
-86.58332846,13.75000385
-88.24999521,18.08333741
-74.08332781,5.250003403
-78.58332804,-0.249996884
-74.58332784,4.916670052
-75.91666124,7.583336858
-73.08332776,5.416670078
-84.74999503,15.58333728
-77.74999467,8.416670235
-75.74999456,4.416670026
-74.08332781,10.58333701
-79.74999477,-0.916663585
-74.58332784,7.416670183
-83.5833283,13.58333717
-76.41666126,6.250003455
-86.41666179,14.41667055
-85.58332841,10.58333701
-72.74999441,9.750003638
-75.58332789,8.58333691
-79.41666142,-0.083330209
-89.91666197,14.91667057
-79.24999475,-3.24999704
-76.58332794,2.250003247
-79.91666145,0.583336493
-79.5833281,-2.749997014
-84.58332836,12.58333712
-78.41666137,-0.083330209
-86.24999511,14.91667057
-83.41666163,14.25000387
-77.08332797,6.41667013
-77.41666132,8.250003559
-90.58332867,15.08333725
-86.74999514,21.08333756
-87.58332851,14.25000387
-75.74999456,2.916669948
-80.74999482,7.250003507
-83.5833283,9.250003612
-85.08332838,14.41667055
-82.41666158,9.250003612
-87.91666186,19.25000413
-76.91666129,4.916670052
-78.91666139,9.583336962
-79.5833281,-3.583330391
-71.91666103,7.916670209
-85.91666176,11.25000372
-90.41666199,18.41667076
-76.41666126,2.583336597
-71.416661,7.916670209
-86.24999511,15.75000395
-74.58332784,10.58333701
-76.08332791,2.083336571
-73.74999446,7.750003533
-80.58332815,-4.249997092
-75.91666124,4.750003377
-76.41666126,3.083336623
-80.41666147,-2.91666369
-75.24999454,6.08333678
-85.08332838,13.75000385
-88.41666189,19.08333746
-89.08332859,17.08333735
-79.74999477,9.083336936
-74.24999448,10.08333699
-74.41666116,10.91667037
-79.08332807,-2.91666369
-68.91666087,8.750003585
-77.74999467,2.916669948
-80.2499948,9.083336936
-72.41666106,10.91667037
-85.24999506,11.41667039
-69.91666093,8.916670261
-86.58332846,15.4166706
-83.5833283,10.41667034
-74.58332784,10.41667034
-76.91666129,7.250003507
-80.58332815,-4.416663768
-75.41666121,3.083336623
-85.08332838,10.25000366
-76.74999462,8.416670235
-82.41666158,8.083336884
-89.08332859,19.41667081
-85.91666176,12.58333712
-76.24999459,5.750003429
-87.74999519,15.75000395
-70.24999428,7.583336858
-86.74999514,12.91667047
-79.24999475,-1.749996962
-90.58332867,14.7500039
-71.74999435,9.250003612
-73.41666111,5.416670078
-88.58332857,14.58333722
-88.24999521,15.58333728
-72.58332773,5.750003429
-88.58332857,16.91667068
-77.91666134,1.75000322
-77.08332797,6.583336806
-73.74999446,9.083336936
-89.74999529,17.08333735
-85.58332841,12.25000377
-75.91666124,5.250003403
-86.91666181,13.75000385
-91.41666205,18.25000408
-83.91666166,10.41667034
-75.91666124,8.58333691
-75.41666121,10.08333699
-69.74999425,10.08333699
-87.24999516,13.08333714
-88.24999521,17.91667073
-74.91666119,8.083336884
-88.58332857,19.75000416
-70.7499943,6.583336806
-79.74999477,-3.583330391
-71.416661,9.083336936
-70.24999428,9.416670287
-70.7499943,7.916670209
-89.91666197,16.25000398
-77.74999467,7.583336858
-79.74999477,8.58333691
-74.24999448,8.083336884
-86.08332844,15.25000392
-78.91666139,-2.749997014
-86.58332846,12.08333709
-75.58332789,5.416670078
-74.24999448,9.583336962
-75.41666121,8.250003559
-83.24999495,9.583336962
-82.08332823,8.58333691
-88.08332854,14.25000387
-88.41666189,17.4166707
-72.0833277,12.25000377
-76.58332794,3.583336649
-74.74999451,5.916670104
-77.74999467,2.083336571
-89.41666194,18.58333743
-76.74999462,5.583336754
-73.91666113,7.416670183
-71.91666103,5.916670104
-75.74999456,5.583336754
-84.74999503,12.75000379
-78.41666137,8.916670261
-85.41666173,10.08333699
-73.91666113,7.583336858
-77.24999464,5.916670104
-84.41666168,10.41667034
-73.74999446,6.916670157
-78.58332804,0.916669844
-79.74999477,-3.083330365
-84.74999503,14.25000387
-79.91666145,-1.916663637
-70.7499943,7.750003533
-86.41666179,11.75000374
-74.08332781,4.916670052
-87.41666184,20.75000421
-90.74999535,15.25000392
-90.74999535,18.75000411
-78.08332802,2.583336597
-85.91666176,15.25000392
-75.24999454,10.75000369
-76.08332791,5.750003429
-76.91666129,7.583336858
-83.41666163,12.41667044
-76.91666129,3.250003299
-90.41666199,17.08333735
-71.91666103,5.750003429
-69.74999425,9.083336936
-79.24999475,-2.083330313
-79.91666145,-3.583330391
-79.08332807,-0.583330235
-75.08332786,10.75000369
-90.08332864,16.0833373
-79.08332807,8.916670261
-89.91666197,14.7500039
-80.74999482,-3.916663742
-83.5833283,13.08333714
-85.08332838,15.75000395
-83.24999495,10.08333699
-81.24999485,7.750003533
-79.41666142,0.250003142
-77.24999464,1.250003194
-84.41666168,11.25000372
-72.0833277,7.916670209
-82.74999493,9.750003638
-87.91666186,14.58333722
-86.41666179,15.25000392
-77.08332797,6.916670157
-71.74999435,7.750003533
-85.08332838,11.25000372
-84.24999501,13.91667052
-86.58332846,12.25000377
-77.41666132,5.583336754
-70.7499943,9.083336936
-79.74999477,-0.083330209
-72.41666106,10.58333701
-75.24999454,7.083336832
-79.74999477,-2.583330339
-79.5833281,-0.74999691
-76.41666126,6.41667013
-78.24999469,2.416669922
-75.08332786,5.750003429
-72.58332773,11.58333707
-75.24999454,4.416670026
-81.24999485,8.416670235
-79.91666145,-0.249996884
-90.41666199,19.08333746
-75.24999454,4.250003351
-88.91666192,16.750004
-86.58332846,11.75000374
-85.74999508,11.75000374
-79.5833281,9.416670287
-90.08332864,15.4166706
-89.24999527,16.25000398
-84.58332836,11.75000374
-86.91666181,13.08333714
-71.91666103,11.08333704
-74.41666116,9.583336962
-84.74999503,11.91667042
-77.24999464,2.750003273
-85.91666176,14.41667055
-91.41666205,18.91667078
-80.2499948,-2.249996988
-72.58332773,5.416670078
-79.74999477,-2.083330313
-90.58332867,19.25000413
-83.74999498,11.91667042
-88.08332854,17.91667073
-72.74999441,8.083336884
-83.08332828,9.416670287
-72.24999438,9.583336962
-72.91666108,9.916670313
-88.74999524,19.08333746
-76.08332791,4.416670026
-88.91666192,19.08333746
-75.91666124,7.250003507
-80.58332815,-4.583330443
-79.41666142,-0.74999691
-74.41666116,5.583336754
-74.41666116,8.58333691
-88.08332854,18.75000411
-80.58332815,8.250003559
-90.24999532,16.750004
-79.24999475,1.083336519
-73.91666113,9.750003638
-84.08332833,13.58333717
-68.91666087,8.916670261
-83.91666166,9.916670313
-79.41666142,-0.583330235
-87.24999516,14.0833372
-87.91666186,15.58333728
-79.5833281,8.750003585
-87.91666186,18.91667078
-73.24999443,9.750003638
-86.91666181,12.58333712
-74.91666119,5.583336754
-86.91666181,13.58333717
-69.91666093,8.083336884
-71.91666103,11.25000372
-72.58332773,5.583336754
-80.41666147,-0.583330235
-72.74999441,10.75000369
-71.91666103,9.583336962
-73.74999446,9.916670313
-70.7499943,9.583336962
-72.58332773,10.41667034
-70.58332763,8.083336884
-76.91666129,3.583336649
-88.58332857,14.7500039
-85.74999508,15.4166706
-89.24999527,15.58333728
-71.416661,8.250003559
-81.74999488,7.750003533
-77.08332797,7.416670183
-73.58332778,8.416670235
-90.24999532,18.08333741
-79.41666142,-1.083330261
-88.91666192,14.91667057
-80.41666147,-0.916663585
-83.74999498,11.08333704
-80.2499948,-3.916663742
-88.08332854,14.41667055
-83.5833283,14.91667057
-80.74999482,8.416670235
-85.58332841,15.91667063
-72.24999438,12.25000377
-84.91666171,14.7500039
-77.58332799,8.416670235
-71.91666103,11.75000374
-73.08332776,11.25000372
-73.58332778,5.250003403
-82.9166616,9.916670313
-76.74999462,5.416670078
-89.91666197,17.91667073
-72.0833277,6.41667013
-77.91666134,8.916670261
-84.58332836,10.58333701
-86.08332844,14.0833372
-71.58332768,12.08333709
-86.74999514,12.08333709
-72.91666108,8.750003585
-84.91666171,14.25000387
-91.24999537,18.08333741
-84.91666171,15.91667063
-76.41666126,6.916670157
-80.9166615,7.416670183
-68.7499942,8.750003585
-75.08332786,2.750003273
-74.91666119,7.583336858
-87.08332849,12.41667044
-76.41666126,1.916669896
-77.24999464,3.416669974
-76.08332791,1.916669896
-81.24999485,7.916670209
-70.24999428,10.25000366
-73.58332778,11.25000372
-75.91666124,1.916669896
-76.41666126,5.083336728
-76.08332791,5.416670078
-89.41666194,14.58333722
-84.24999501,12.41667044
-75.41666121,10.75000369
-84.24999501,13.25000382
-81.08332817,8.416670235
-72.74999441,6.41667013
-91.0833287,18.75000411
-90.74999535,17.91667073
-74.91666119,5.416670078
-71.91666103,7.750003533
-77.41666132,4.916670052
-88.91666192,14.7500039
-72.91666108,11.41667039
-77.08332797,8.416670235
-84.74999503,14.41667055
-72.24999438,5.916670104
-72.41666106,10.75000369
-79.41666142,-3.083330365
-76.58332794,7.083336832
-77.58332799,3.250003299
-84.41666168,13.25000382
-83.91666166,12.25000377
-90.41666199,16.0833373
-69.08332755,8.58333691
-72.91666108,7.583336858
-90.24999532,15.75000395
-80.58332815,-4.083330417
-74.91666119,5.916670104
-86.41666179,15.58333728
-75.08332786,3.416669974
-80.41666147,7.583336858
-80.74999482,-1.083330261
-82.9166616,8.58333691
-90.41666199,18.75000411
-74.74999451,10.08333699
-70.0833276,10.25000366
-90.08332864,14.58333722
-73.08332776,7.583336858
-79.91666145,8.916670261
-85.41666173,15.91667063
-75.58332789,9.750003638
-80.74999482,-4.416663768
-90.91666202,17.58333738
-76.08332791,5.083336728
-79.08332807,-1.083330261
-84.91666171,11.58333707
-83.74999498,12.08333709
-72.74999441,8.416670235
-88.58332857,15.08333725
-85.24999506,13.58333717
-73.74999446,5.083336728
-88.58332857,15.75000395
-85.24999506,13.08333714
-81.08332817,7.750003533
-86.91666181,15.75000395
-80.58332815,8.416670235
-88.91666192,17.25000403
-73.08332776,10.25000366
-83.74999498,10.41667034
-75.08332786,9.750003638
-73.41666111,7.083336832
-72.41666106,8.250003559
-88.91666192,17.58333738
-77.41666132,1.083336519
-84.08332833,9.916670313
-77.58332799,2.250003247
-88.41666189,18.75000411
-85.41666173,12.41667044
-91.24999537,15.25000392
-76.91666129,6.750003481
-79.91666145,8.416670235
-80.2499948,-1.916663637
-91.0833287,17.08333735
-85.41666173,10.58333701
-90.91666202,18.91667078
-75.91666124,7.750003533
-75.41666121,9.916670313
-86.08332844,15.4166706
-74.41666116,4.916670052
-77.08332797,1.250003194
-80.41666147,8.916670261
-85.58332841,11.91667042
-90.58332867,15.58333728
-70.91666098,9.416670287
-81.5833282,8.083336884
-73.08332776,11.08333704
-71.24999433,9.250003612
-75.74999456,5.250003403
-88.08332854,14.58333722
-88.74999524,15.91667063
-77.74999467,8.750003585
-88.08332854,15.58333728
-83.91666166,12.41667044
-77.41666132,7.583336858
-84.24999501,13.4166705
-77.24999464,6.250003455
-78.41666137,0.750003168
-87.91666186,14.7500039
-86.08332844,11.91667042
-78.24999469,8.750003585
-73.24999443,10.41667034
-75.58332789,8.416670235
-84.08332833,11.41667039
-88.08332854,17.58333738
-87.91666186,15.91667063
-73.58332778,10.91667037
-82.74999493,8.416670235
-76.41666126,4.583336702
-76.91666129,2.750003273
-84.91666171,10.75000369
-77.74999467,1.250003194
-76.91666129,8.250003559
-84.08332833,10.75000369
-70.41666095,10.25000366
-89.58332862,15.08333725
-74.91666119,6.250003455
-76.91666129,4.416670026
-90.24999532,19.25000413
-73.58332778,8.58333691
-72.24999438,5.750003429
-78.24999469,2.583336597
-71.416661,12.25000377
-86.91666181,14.0833372
-78.74999472,0.750003168
-90.74999535,18.25000408
-83.74999498,13.91667052
-86.91666181,20.75000421
-83.5833283,12.41667044
-75.74999456,4.916670052
-72.91666108,6.41667013
-77.74999467,6.916670157
-78.58332804,2.250003247
-71.58332768,8.250003559
-77.08332797,4.583336702
-71.91666103,6.41667013
-72.24999438,10.91667037
-74.58332784,5.583336754
-78.91666139,-0.083330209
-87.58332851,19.41667081
-80.08332812,-0.083330209
-69.4166609,8.916670261
-73.91666113,10.58333701
-85.91666176,14.7500039
-77.58332799,7.916670209
-72.91666108,10.58333701
-77.41666132,2.083336571
